Time,Heading,A_X,A_Y,A_Z,G_X,G_Y,G_Z,RV_X,RV_Y,RV_Z,RV_W,RV_C
1551080560640,21.0,0.046272278,-0.047858477,-0.039002895,0.029434204,-0.020690918,0.046188354,0.2597102,-0.16050588,0.5654099,0.76622456,0.2617994
1551080560740,22.0,0.046272278,-0.047858477,-0.039002895,0.029434204,-0.020690918,0.046188354,0.2597102,-0.16050588,0.5654099,0.76622456,0.2617994
1551080560841,22.0,0.046272278,-0.047858477,-0.039002895,0.029434204,-0.020690918,0.046188354,0.2597102,-0.16050588,0.5654099,0.76622456,0.2617994
1551080560941,22.0,-0.057793617,-0.060925007,0.06919336,0.04675293,-0.070755005,-0.001373291,0.27466097,-0.16552237,0.56494075,0.76026684,0.2617994
1551080561041,22.0,-0.057793617,-0.060925007,0.06919336,0.04675293,-0.070755005,-0.001373291,0.27466097,-0.16552237,0.56494075,0.76026684,0.2617994
1551080561144,22.0,0.04080248,-0.08251786,-0.009841919,0.01739502,-0.014450073,0.003692627,0.2765492,-0.16618335,0.5651467,0.75928444,0.2617994
1551080561246,22.0,0.04080248,-0.08251786,-0.009841919,0.01739502,-0.014450073,0.003692627,0.2765492,-0.16618335,0.5651467,0.75928444,0.2617994
1551080561347,22.0,-0.014176846,-0.013215065,0.03971815,-0.008010864,-0.008270264,-0.003982544,0.27577087,-0.1679895,0.56206226,0.76145643,0.2617994
1551080561446,22.0,-0.014176846,-0.013215065,0.03971815,-0.008010864,-0.008270264,-0.003982544,0.27577087,-0.1679895,0.56206226,0.76145643,0.2617994
1551080561546,23.0,0.004653454,-0.04647708,0.0063495636,-0.011520386,-0.0023040771,-0.016555786,0.27455544,-0.16890295,0.56145746,0.7621395,0.2617994
1551080561646,23.0,0.004653454,-0.04647708,0.0063495636,-0.011520386,-0.0023040771,-0.016555786,0.27455544,-0.16890295,0.56145746,0.7621395,0.2617994
1551080561747,23.0,-0.007148266,-0.006226301,0.020572662,-0.003540039,0.0030212402,-0.025024414,0.2736535,-0.16870764,0.5576818,0.7652728,0.2617994
1551080561847,23.0,-0.007148266,-0.006226301,0.020572662,-0.003540039,0.0030212402,-0.025024414,0.2736535,-0.16870764,0.5576818,0.7652728,0.2617994
1551080561947,23.0,-0.0014438629,-0.014473915,0.012854099,-0.0012359619,-0.0058288574,0.0043792725,0.27332243,-0.16952626,0.5577552,0.7651568,0.2617994
1551080562048,23.0,-0.0014438629,-0.014473915,0.012854099,-0.0012359619,-0.0058288574,0.0043792725,0.27332243,-0.16952626,0.5577552,0.7651568,0.2617994
1551080562147,23.0,0.0015597343,-0.006069422,-0.0014691353,-0.014083862,-0.0016174316,-0.010848999,0.2721743,-0.17069566,0.55548596,0.76695466,0.2617994
1551080562247,23.0,0.0015597343,-0.006069422,-0.0014691353,-0.014083862,-0.0016174316,-0.010848999,0.2721743,-0.17069566,0.55548596,0.76695466,0.2617994
1551080562347,23.0,-0.011853695,0.001790762,0.015832901,0.009094238,-0.0043792725,0.0012359619,0.2730868,-0.16976243,0.5569034,0.76580864,0.2617994
1551080562447,23.0,-0.011853695,0.001790762,0.015832901,0.009094238,-0.0043792725,0.0012359619,0.2730868,-0.16976243,0.5569034,0.76580864,0.2617994
1551080562547,23.0,-0.011853695,0.001790762,0.015832901,0.009094238,-0.0043792725,0.0012359619,0.2730868,-0.16976243,0.5569034,0.76580864,0.2617994
1551080562647,23.0,-0.011853695,0.001790762,0.015832901,0.009094238,-0.0043792725,0.0012359619,0.2730868,-0.16976243,0.5569034,0.76580864,0.2617994
