Time,Heading,A_X,A_Y,A_Z,G_X,G_Y,G_Z,RV_X,RV_Y,RV_Z,RV_W,RV_C
1551151762349,136.0,-0.118742466,-0.3374188,0.084015846,0.24653625,-0.18733215,0.28024292,0.080993235,-0.35669205,-0.28725415,0.885266,0.2617994
1551151762449,138.0,0.03790903,-0.08084488,0.046261787,-0.0032653809,-0.01763916,0.012863159,0.072797045,-0.36870387,-0.29253975,0.8793057,0.2617994
1551151762550,139.0,0.03790903,-0.08084488,0.046261787,-0.0032653809,-0.01763916,0.012863159,0.072797045,-0.36870387,-0.29253975,0.8793057,0.2617994
1551151762651,140.0,0.044142246,-0.0759871,-0.009417057,-0.0064086914,-0.0033111572,0.01802063,0.06318575,-0.37061542,-0.29916143,0.8770144,0.2617994
1551151762751,140.0,0.044142246,-0.0759871,-0.009417057,-0.0064086914,-0.0033111572,0.01802063,0.06318575,-0.37061542,-0.29916143,0.8770144,0.2617994
1551151762851,140.0,0.0028014183,-0.22809792,-0.0071697235,0.16888428,-0.012680054,0.033691406,0.068174146,-0.3767965,-0.29590797,0.87510866,0.2617994
1551151762952,139.0,0.0028014183,-0.22809792,-0.0071697235,0.16888428,-0.012680054,0.033691406,0.068174146,-0.3767965,-0.29590797,0.87510866,0.2617994
1551151763051,139.0,0.040596485,-0.25298142,0.21044683,0.28468323,-0.04437256,0.12573242,0.08165699,-0.39039525,-0.28436524,0.87181425,0.2617994
1551151763153,138.0,0.040596485,-0.25298142,0.21044683,0.28468323,-0.04437256,0.12573242,0.08165699,-0.39039525,-0.28436524,0.87181425,0.2617994
1551151763253,137.0,-0.23897552,1.4264653,-0.2974105,-0.77760315,-0.3359375,0.2157898,-0.0012894624,-0.39916325,-0.3002752,0.86631507,0.2617994
1551151763352,139.0,-0.23897552,1.4264653,-0.2974105,-0.77760315,-0.3359375,0.2157898,-0.0012894624,-0.39916325,-0.3002752,0.86631507,0.2617994
1551151763452,148.0,-0.1949482,0.038525224,1.7773595,-0.4098816,-1.2442932,0.03816223,-0.07956521,-0.48709205,-0.3171938,0.80981404,0.2617994
1551151763552,164.0,-0.1949482,0.038525224,1.7773595,-0.4098816,-1.2442932,0.03816223,-0.07956521,-0.48709205,-0.3171938,0.80981404,0.2617994
1551151763652,178.0,0.57401943,-2.0058265,2.9676554,0.2558136,-1.1912842,-0.77319336,-0.06700459,-0.5865575,-0.35861772,0.7230865,0.2617994
1551151763752,196.0,0.57401943,-2.0058265,2.9676554,0.2558136,-1.1912842,-0.77319336,-0.06700459,-0.5865575,-0.35861772,0.7230865,0.2617994
1551151763854,202.0,-0.68990326,-1.5311186,0.8965086,-0.30174255,-0.8346863,-0.51509094,-0.08796021,-0.63388985,-0.40483335,0.653113,0.2617994
1551151763954,202.0,-0.68990326,-1.5311186,0.8965086,-0.30174255,-0.8346863,-0.51509094,-0.08796021,-0.63388985,-0.40483335,0.653113,0.2617994
1551151764053,192.0,-2.3449917,0.78680396,-0.71432245,-0.46110535,-0.12193298,0.63023376,-0.15404549,-0.61773014,-0.38651803,0.66729546,0.2617994
1551151764153,164.0,-2.3449917,0.78680396,-0.71432245,-0.46110535,-0.12193298,0.63023376,-0.15404549,-0.61773014,-0.38651803,0.66729546,0.2617994
1551151764254,144.0,-1.5097637,2.2143564,-1.9071851,-0.72673035,0.6387787,1.1187134,-0.23840491,-0.5290193,-0.36014664,0.7304766,0.2617994
1551151764355,129.0,-1.5097637,2.2143564,-1.9071851,-0.72673035,0.6387787,1.1187134,-0.23840491,-0.5290193,-0.36014664,0.7304766,0.2617994
1551151764455,118.0,1.0736818,1.330979,-0.33868217,-0.8950958,0.09223938,0.7685089,-0.3386099,-0.4710229,-0.35240465,0.7343648,0.2617994
1551151764555,112.0,1.0736818,1.330979,-0.33868217,-0.8950958,0.09223938,0.7685089,-0.3386099,-0.4710229,-0.35240465,0.7343648,0.2617994
1551151764655,120.0,3.3136063,-0.88497365,2.1421976,-0.32199097,-0.9306793,-0.5371399,-0.37026045,-0.538683,-0.37561387,0.65699476,0.2617994
1551151764756,249.0,3.3136063,-0.88497365,2.1421976,-0.32199097,-0.9306793,-0.5371399,-0.37026045,-0.538683,-0.37561387,0.65699476,0.2617994
1551151764857,272.0,0.8499975,-2.8004985,1.71606,-0.3990631,-0.9493103,-1.3258667,-0.35853875,-0.6224546,-0.44152176,0.5376419,0.2617994
1551151764956,275.0,0.8499975,-2.8004985,1.71606,-0.3990631,-0.9493103,-1.3258667,-0.35853875,-0.6224546,-0.44152176,0.5376419,0.2617994
1551151765056,277.0,-1.6989985,-1.9133165,0.05362928,-0.7086334,-0.35575867,-0.41744995,-0.37969285,-0.62513554,-0.48769712,0.476645,0.2617994
1551151765156,279.0,-1.6989985,-1.9133165,0.05362928,-0.7086334,-0.35575867,-0.41744995,-0.37969285,-0.62513554,-0.48769712,0.476645,0.2617994
1551151765258,255.0,-3.477954,1.5703616,-1.191822,-0.73062134,0.3833313,0.9333496,-0.44054312,-0.54086214,-0.49391365,0.51907533,0.2617994
1551151765358,168.0,-3.477954,1.5703616,-1.191822,-0.73062134,0.3833313,0.9333496,-0.44054312,-0.54086214,-0.49391365,0.51907533,0.2617994
1551151765460,153.0,-0.66342735,2.0743842,-1.829678,-0.41711426,1.1659241,0.8942566,-0.44342697,-0.4228044,-0.5127259,0.60143256,0.2617994
1551151765560,147.0,-0.66342735,2.0743842,-1.829678,-0.41711426,1.1659241,0.8942566,-0.44342697,-0.4228044,-0.5127259,0.60143256,0.2617994
1551151765660,140.0,2.0710258,1.425874,-0.50774,-0.76519775,0.52671814,0.7684479,-0.4895241,-0.32274005,-0.5145898,0.62562156,0.2617994
1551151765760,138.0,2.0710258,1.425874,-0.50774,-0.76519775,0.52671814,0.7684479,-0.4895241,-0.32274005,-0.5145898,0.62562156,0.2617994
1551151765861,119.0,4.425932,-1.7104526,2.876021,-0.5315857,-1.0363007,-0.81170654,-0.5426617,-0.39382756,-0.5253242,0.5238822,0.2617994
1551151765960,38.0,4.425932,-1.7104526,2.876021,-0.5315857,-1.0363007,-0.81170654,-0.5426617,-0.39382756,-0.5253242,0.5238822,0.2617994
1551151766060,6.0,-0.15266323,-1.8365345,2.5942345,-0.73265076,-1.169342,-0.7463989,-0.6008936,-0.4518633,-0.52226347,0.4024765,0.2617994
1551151766161,352.0,-0.15266323,-1.8365345,2.5942345,-0.73265076,-1.169342,-0.7463989,-0.6008936,-0.4518633,-0.52226347,0.4024765,0.2617994
1551151766260,351.0,-2.5273113,-1.0117009,-0.11673427,-0.8336334,-0.0010223389,-0.32611084,-0.6150221,-0.42998934,-0.5682607,0.33754513,0.2617994
1551151766360,12.0,-2.5273113,-1.0117009,-0.11673427,-0.8336334,-0.0010223389,-0.32611084,-0.6150221,-0.42998934,-0.5682607,0.33754513,0.2617994
1551151766460,165.0,-3.6357613,1.9662031,-1.584553,-0.8116913,0.8970032,0.8816376,-0.61906725,-0.30461687,-0.6193799,0.37461022,0.2617994
1551151766560,177.0,-3.6357613,1.9662031,-1.584553,-0.8116913,0.8970032,0.8816376,-0.61906725,-0.30461687,-0.6193799,0.37461022,0.2617994
1551151766661,174.0,0.12738991,2.06512,-1.2400408,-0.697876,1.2260132,0.9457092,-0.5887702,-0.16187228,-0.6696733,0.42271107,0.2617994
1551151766762,163.0,0.12738991,2.06512,-1.2400408,-0.697876,1.2260132,0.9457092,-0.5887702,-0.16187228,-0.6696733,0.42271107,0.2617994
1551151766861,158.0,3.844819,0.12634897,1.4276468,-1.1517792,-0.24783325,0.57995605,-0.65599084,-0.06970439,-0.6404229,0.39328846,0.2617994
1551151766961,156.0,3.844819,0.12634897,1.4276468,-1.1517792,-0.24783325,0.57995605,-0.65599084,-0.06970439,-0.6404229,0.39328846,0.2617994
1551151767061,158.0,4.0589857,-2.911482,2.6496382,-0.6515808,-0.33790588,-1.4276428,-0.6826239,-0.13064954,-0.67126477,0.25760216,0.2617994
1551151767161,122.0,4.0589857,-2.911482,2.6496382,-0.6515808,-0.33790588,-1.4276428,-0.6826239,-0.13064954,-0.67126477,0.25760216,0.2617994
1551151767262,76.0,-2.0110178,-1.702513,1.0652689,-1.1563568,-0.6137543,-0.6329498,-0.7356301,-0.108732566,-0.6556358,0.131024,0.2617994
1551151767361,34.0,-2.0110178,-1.702513,1.0652689,-1.1563568,-0.6137543,-0.6329498,-0.7356301,-0.108732566,-0.6556358,0.131024,0.2617994
