Time,Heading,A_X,A_Y,A_Z,G_X,G_Y,G_Z,RV_X,RV_Y,RV_Z,RV_W,RV_C
1551152742000,145.0,0.01867783,0.07446766,0.0522449,0.014694214,0.036590576,0.005874634,0.53299725,-0.2769666,-0.39859757,0.69305366,0.17453292
1551152742100,139.0,-0.19917655,0.05653,-0.1289022,-0.0259552,0.15782166,0.07772827,0.54526937,-0.24002641,-0.3520932,0.72187185,0.17453292
1551152742200,139.0,-0.19917655,0.05653,-0.1289022,-0.0259552,0.15782166,0.07772827,0.54526937,-0.24002641,-0.3520932,0.72187185,0.17453292
1551152742300,139.0,0.052030325,0.06343269,0.107940435,-0.011947632,-0.008255005,-0.0040283203,0.5444472,-0.23748846,-0.35040003,0.72415215,0.17453292
1551152742400,138.0,0.052030325,0.06343269,0.107940435,-0.011947632,-0.008255005,-0.0040283203,0.5444472,-0.23748846,-0.35040003,0.72415215,0.17453292
1551152742500,138.0,0.008231312,0.04022503,0.03705716,0.027740479,-0.02268982,-0.042755127,0.5482877,-0.2339164,-0.34900185,0.7230916,0.17453292
1551152742600,139.0,0.008231312,0.04022503,0.03705716,0.027740479,-0.02268982,-0.042755127,0.5482877,-0.2339164,-0.34900185,0.7230916,0.17453292
1551152742701,139.0,0.036126077,0.21333027,0.27774453,0.14193726,-0.12730408,-0.054840088,0.55678993,-0.24059045,-0.35104778,0.71334887,0.17453292
1551152742801,140.0,0.036126077,0.21333027,0.27774453,0.14193726,-0.12730408,-0.054840088,0.55678993,-0.24059045,-0.35104778,0.71334887,0.17453292
1551152742903,140.0,-0.0026275516,0.2728691,1.095475,0.46673584,-0.18637085,0.0050811768,0.58120555,-0.26893273,-0.3493732,0.6839691,0.17453292
1551152743003,141.0,-0.0026275516,0.2728691,1.095475,0.46673584,-0.18637085,0.0050811768,0.58120555,-0.26893273,-0.3493732,0.6839691,0.17453292
1551152743104,144.0,-0.06824654,-0.114972115,0.391778,0.24569702,-0.3594818,-0.0022735596,0.5864011,-0.29733264,-0.35969475,0.6620776,0.17453292
1551152743204,147.0,-0.06824654,-0.114972115,0.391778,0.24569702,-0.3594818,-0.0022735596,0.5864011,-0.29733264,-0.35969475,0.6620776,0.17453292
1551152743305,149.0,0.30812246,-0.92083454,-0.5655178,-0.19139099,-0.516922,-0.12600708,0.56129473,-0.31240934,-0.39704943,0.6555154,0.17453292
1551152743404,151.0,0.30812246,-0.92083454,-0.5655178,-0.19139099,-0.516922,-0.12600708,0.56129473,-0.31240934,-0.39704943,0.6555154,0.17453292
1551152743504,153.0,-0.061581135,-0.18989468,-1.6202478,-0.5889435,-0.28842163,-0.16264343,0.5206005,-0.2944793,-0.43445098,0.6734311,0.17453292
1551152743605,155.0,-0.061581135,-0.18989468,-1.6202478,-0.5889435,-0.28842163,-0.16264343,0.5206005,-0.2944793,-0.43445098,0.6734311,0.17453292
