Time,Heading,A_X,A_Y,A_Z,G_X,G_Y,G_Z,RV_X,RV_Y,RV_Z,RV_W,RV_C
1550909224395,115.0,0.024721086,-0.011984527,-0.0034732819,0.001159668,0.0014343262,-0.0077819824,0.04013968,0.010661329,-0.30004403,0.9530208,0.2617994
1550909224495,104.0,0.011582017,-0.0015457869,0.0046167374,-2.746582E-4,0.0013885498,-3.6621094E-4,0.038005657,0.015753968,-0.16133621,0.9860416,0.2617994
1550909224595,104.0,0.011582017,-0.0015457869,0.0046167374,-2.746582E-4,0.0013885498,-3.6621094E-4,0.038005657,0.015753968,-0.16133621,0.9860416,0.2617994
1550909224695,103.0,0.016750425,0.0031234622,0.0032653809,-6.4086914E-4,0.0013275146,-6.4086914E-4,0.03744476,0.01672206,-0.13218163,0.99037683,0.2617994
1550909224796,103.0,0.016750425,0.0031234622,0.0032653809,-6.4086914E-4,0.0013275146,-6.4086914E-4,0.03744476,0.01672206,-0.13218163,0.99037683,0.2617994
1550909224897,102.0,0.010039598,0.0014707446,4.491806E-4,-4.8828125E-4,0.0011749268,-5.340576E-4,0.037171636,0.017124025,-0.11799318,0.9921707,0.2617994
1550909224996,101.0,0.010039598,0.0014707446,4.491806E-4,-4.8828125E-4,0.0011749268,-5.340576E-4,0.037171636,0.017124025,-0.11799318,0.9921707,0.2617994
1550909225096,101.0,0.007821858,0.005173385,0.0023794174,-9.613037E-4,0.0016479492,-9.613037E-4,0.036936294,0.017643161,-0.103197336,0.9938183,0.2617994
1550909225197,101.0,0.007821858,0.005173385,0.0023794174,-9.613037E-4,0.0016479492,-9.613037E-4,0.036936294,0.017643161,-0.103197336,0.9938183,0.2617994
1550909225297,100.0,-0.007656485,-0.014246404,0.0015058517,0.0093688965,-0.008621216,-2.593994E-4,0.037297167,0.017228013,-0.094962895,0.99463266,0.2617994
1550909225397,100.0,-0.007656485,-0.014246404,0.0015058517,0.0093688965,-0.008621216,-2.593994E-4,0.037297167,0.017228013,-0.094962895,0.99463266,0.2617994
1550909225497,100.0,-0.007656485,-0.014246404,0.0015058517,0.0093688965,-0.008621216,-2.593994E-4,0.037297167,0.017228013,-0.094962895,0.99463266,0.2617994
1550909225597,100.0,-0.007656485,-0.014246404,0.0015058517,0.0093688965,-0.008621216,-2.593994E-4,0.037297167,0.017228013,-0.094962895,0.99463266,0.2617994
1550909225698,100.0,-0.007656485,-0.014246404,0.0015058517,0.0093688965,-0.008621216,-2.593994E-4,0.037297167,0.017228013,-0.094962895,0.99463266,0.2617994
