Time,Heading,A_X,A_Y,A_Z,G_X,G_Y,G_Z,RV_X,RV_Y,RV_Z,RV_W,RV_C
1550907821339,138.0,-0.0017032027,-0.0021511912,-0.0022239685,1.0681152E-4,7.4768066E-4,0.0,0.03712002,0.012288719,-0.4001221,0.9156273,0.2617994
1550907821439,139.0,-0.0017032027,-0.0021511912,-0.0022239685,1.0681152E-4,7.4768066E-4,0.0,0.03712002,0.012288719,-0.4001221,0.9156273,0.2617994
1550907821540,139.0,-0.0017032027,-0.0021511912,-0.0022239685,1.0681152E-4,7.4768066E-4,0.0,0.03712002,0.012288719,-0.4001221,0.9156273,0.2617994
1550907821640,138.0,-0.0053809285,-0.0032578707,-0.0015287399,4.272461E-4,2.1362305E-4,7.4768066E-4,0.037228275,0.0124275,-0.40045887,0.9154738,0.2617994
1550907821740,136.0,-0.0053809285,-0.0032578707,-0.0015287399,4.272461E-4,2.1362305E-4,7.4768066E-4,0.037228275,0.0124275,-0.40045887,0.9154738,0.2617994
1550907821841,135.0,-0.0026492476,-0.0031195283,0.001868248,2.1362305E-4,-1.0681152E-4,5.340576E-4,0.03719926,0.012486969,-0.400726,0.9153573,0.2617994
1550907821940,135.0,-0.0026492476,-0.0031195283,0.001868248,2.1362305E-4,-1.0681152E-4,5.340576E-4,0.03719926,0.012486969,-0.400726,0.9153573,0.2617994
1550907822040,134.0,-0.002918899,5.347729E-4,-1.745224E-4,3.2043457E-4,-1.5258789E-4,-4.5776367E-5,0.0372653,0.012522238,-0.40074858,0.91534424,0.2617994
1550907822140,133.0,-0.002918899,5.347729E-4,-1.745224E-4,3.2043457E-4,-1.5258789E-4,-4.5776367E-5,0.0372653,0.012522238,-0.40074858,0.91534424,0.2617994
1550907822240,133.0,-0.004518628,-1.4358759E-4,0.0016345978,1.5258789E-4,-1.5258789E-4,-3.6621094E-4,0.037314717,0.012602042,-0.4009627,0.9152473,0.2617994
1550907822341,132.0,-0.004518628,-1.4358759E-4,0.0016345978,1.5258789E-4,-1.5258789E-4,-3.6621094E-4,0.037314717,0.012602042,-0.4009627,0.9152473,0.2617994
1550907822440,132.0,-0.012671053,-0.008509219,-2.5081635E-4,0.0043640137,-0.010543823,-2.1362305E-4,0.037191685,0.011933666,-0.39869028,0.91625345,0.2617994
1550907822540,132.0,-0.012671053,-0.008509219,-2.5081635E-4,0.0043640137,-0.010543823,-2.1362305E-4,0.037191685,0.011933666,-0.39869028,0.91625345,0.2617994
1550907822640,132.0,-0.012671053,-0.008509219,-2.5081635E-4,0.0043640137,-0.010543823,-2.1362305E-4,0.037191685,0.011933666,-0.39869028,0.91625345,0.2617994
1550907822740,132.0,-0.012671053,-0.008509219,-2.5081635E-4,0.0043640137,-0.010543823,-2.1362305E-4,0.037191685,0.011933666,-0.39869028,0.91625345,0.2617994
1550907822841,132.0,-0.012671053,-0.008509219,-2.5081635E-4,0.0043640137,-0.010543823,-2.1362305E-4,0.037191685,0.011933666,-0.39869028,0.91625345,0.2617994
