Time,Heading,A_X,A_Y,A_Z,G_X,G_Y,G_Z,RV_X,RV_Y,RV_Z,RV_W,RV_C
1550915306957,47.0,0.30256134,0.31496763,-0.043331146,-0.2671051,0.09744263,0.08288574,0.2978943,0.11222654,0.34937996,0.8812479,0.2617994
1550915307058,43.0,0.234308,0.10499954,-0.35964584,0.002670288,0.092819214,-0.063201904,0.27952468,0.12986742,0.37632656,0.87371546,0.2617994
1550915307159,42.0,0.234308,0.10499954,-0.35964584,0.002670288,0.092819214,-0.063201904,0.27952468,0.12986742,0.37632656,0.87371546,0.2617994
1550915307259,41.0,-0.13173586,-0.07393503,0.14365673,0.02482605,0.021224976,0.054718018,0.28221768,0.1354855,0.39544645,0.8634923,0.2617994
1550915307359,40.0,-0.13173586,-0.07393503,0.14365673,0.02482605,0.021224976,0.054718018,0.28221768,0.1354855,0.39544645,0.8634923,0.2617994
1550915307459,39.0,-0.0023386031,-0.28239012,0.41242647,0.20629883,0.022079468,0.05003357,0.29747027,0.14559218,0.4034829,0.85294545,0.2617994
1550915307559,41.0,-0.0023386031,-0.28239012,0.41242647,0.20629883,0.022079468,0.05003357,0.29747027,0.14559218,0.4034829,0.85294545,0.2617994
1550915307660,45.0,0.60387516,-0.46793318,0.63671637,0.4091797,-0.09307861,-0.3604126,0.32762787,0.16539717,0.37215889,0.85252655,0.2617994
1550915307760,47.0,0.60387516,-0.46793318,0.63671637,0.4091797,-0.09307861,-0.3604126,0.32762787,0.16539717,0.37215889,0.85252655,0.2617994
1550915307861,45.0,0.4303376,0.21650648,-0.6289687,-0.26843262,-0.09744263,-0.4012146,0.30278468,0.1602571,0.33960107,0.87596244,0.2617994
1550915307960,33.0,0.4303376,0.21650648,-0.6289687,-0.26843262,-0.09744263,-0.4012146,0.30278468,0.1602571,0.33960107,0.87596244,0.2617994
1550915308061,27.0,1.6596448,1.7824116,-0.8755064,-1.5541534,1.7058868,0.651474,0.1186152,0.23319967,0.46239248,0.8471963,0.2617994
1550915308161,17.0,1.6596448,1.7824116,-0.8755064,-1.5541534,1.7058868,0.651474,0.1186152,0.23319967,0.46239248,0.8471963,0.2617994
1550915308262,3.0,-1.2564926,0.358598,-0.28800678,-0.899292,0.42277527,1.7368164,0.061798856,0.21038476,0.62715954,0.74738884,0.2617994
1550915308364,348.0,-1.2564926,0.358598,-0.28800678,-0.899292,0.42277527,1.7368164,0.061798856,0.21038476,0.62715954,0.74738884,0.2617994
1550915308464,329.0,-2.3474212,0.41482186,-0.3897686,-0.8495331,-0.5023041,2.8235474,0.08314526,0.10199972,0.8242497,0.5507226,0.2617994
1550915308565,306.0,-2.3474212,0.41482186,-0.3897686,-0.8495331,-0.5023041,2.8235474,0.08314526,0.10199972,0.8242497,0.5507226,0.2617994
1550915308665,283.0,-0.5900557,1.1300461,0.024131775,-0.5561676,0.1565094,4.3404846,0.069728285,0.022699354,0.9848729,0.15699714,0.2617994
1550915308765,275.0,-0.5900557,1.1300461,0.024131775,-0.5561676,0.1565094,4.3404846,0.069728285,0.022699354,0.9848729,0.15699714,0.2617994
1550915308865,271.0,0.7718114,0.2828423,-0.043088913,-0.20211792,0.41137695,1.2427979,0.030099308,-0.0019488663,0.9985971,0.04352106,0.2617994
1550915308977,265.0,0.7718114,0.2828423,-0.043088913,-0.20211792,0.41137695,1.2427979,0.030099308,-0.0019488663,0.9985971,0.04352106,0.2617994
1550915309080,255.0,-0.79126835,0.59578407,0.2818737,-0.45544434,-0.53744507,1.2041321,-0.07983325,0.049910333,-0.9923765,0.07952663,0.2617994
1550915309180,248.0,-0.79126835,0.59578407,0.2818737,-0.45544434,-0.53744507,1.2041321,-0.07983325,0.049910333,-0.9923765,0.07952663,0.2617994
1550915309281,237.0,-1.826822,0.17985892,0.7021704,0.25082397,-0.8755188,1.2617188,-0.15080844,0.02760613,-0.9653163,0.2113271,0.2617994
1550915309381,226.0,-1.826822,0.17985892,0.7021704,0.25082397,-0.8755188,1.2617188,-0.15080844,0.02760613,-0.9653163,0.2113271,0.2617994
1550915309482,207.0,1.2620809,-0.36128557,0.17080879,0.7436676,-0.0549469,2.4483643,-0.1322538,-0.0040931273,-0.88971585,0.43691868,0.2617994
1550915309582,189.0,1.2620809,-0.36128557,0.17080879,0.7436676,-0.0549469,2.4483643,-0.1322538,-0.0040931273,-0.88971585,0.43691868,0.2617994
1550915309682,164.0,0.89885086,1.3127706,0.19093227,-0.36862183,0.081207275,3.724121,-0.13771869,0.07434213,-0.6712038,0.72456354,0.2617994
1550915309782,137.0,0.89885086,1.3127706,0.19093227,-0.36862183,0.081207275,3.724121,-0.13771869,0.07434213,-0.6712038,0.72456354,0.2617994
1550915309882,106.0,1.5611113,-0.8908591,0.109643936,-0.017990112,-0.21302795,5.4282837,-0.0911417,0.121312454,-0.22477259,0.96252465,0.2617994
1550915309983,87.0,1.5611113,-0.8908591,0.109643936,-0.017990112,-0.21302795,5.4282837,-0.0911417,0.121312454,-0.22477259,0.96252465,0.2617994
1550915310082,82.0,0.14761913,-1.5044394,-0.06668472,0.5195465,-0.31661987,3.0388947,-0.0060366797,0.104953825,0.04177571,0.99358094,0.2617994
1550915310183,82.0,0.14761913,-1.5044394,-0.06668472,0.5195465,-0.31661987,3.0388947,-0.0060366797,0.104953825,0.04177571,0.99358094,0.2617994
1550915310283,72.0,0.29172754,0.65784514,0.42566776,0.13769531,0.013931274,0.67277527,0.016387621,0.106310114,0.106082805,0.9885222,0.2617994
1550915310383,64.0,0.29172754,0.65784514,0.42566776,0.13769531,0.013931274,0.67277527,0.016387621,0.106310114,0.106082805,0.9885222,0.2617994
1550915310484,55.0,3.1700516,-0.1646204,1.5106707,-0.1404419,1.5641022,1.2832336,-0.0036946828,0.24512698,0.24746513,0.93736875,0.2617994
1550915310585,47.0,3.1700516,-0.1646204,1.5106707,-0.1404419,1.5641022,1.2832336,-0.0036946828,0.24512698,0.24746513,0.93736875,0.2617994
1550915310686,35.0,-0.20502138,-0.09612715,0.52909374,-0.4907074,0.25761414,1.2877045,-0.02031572,0.2549775,0.37336984,0.8917223,0.2617994
1550915310785,25.0,-0.20502138,-0.09612715,0.52909374,-0.4907074,0.25761414,1.2877045,-0.02031572,0.2549775,0.37336984,0.8917223,0.2617994
1550915310886,7.0,-0.42625785,-0.62841415,0.15843296,-0.2290802,-0.19065857,1.8707733,0.011567754,0.22991349,0.54489493,0.80628496,0.2617994
1550915310986,342.0,-0.42625785,-0.62841415,0.15843296,-0.2290802,-0.19065857,1.8707733,0.011567754,0.22991349,0.54489493,0.80628496,0.2617994
1550915311088,305.0,-3.67713,-0.65253687,-1.7813416,-0.993927,-0.43374634,5.245804,0.061503448,0.11091316,0.8962355,0.42506176,0.2617994
1550915311187,273.0,-3.67713,-0.65253687,-1.7813416,-0.993927,-0.43374634,5.245804,0.061503448,0.11091316,0.8962355,0.42506176,0.2617994
1550915311287,257.0,2.3325915,1.0145671,1.1414299,-1.504364,0.07513428,4.941025,-0.046101354,0.06161298,-0.99675274,0.02371572,0.2617994
1550915311396,249.0,2.3325915,1.0145671,1.1414299,-1.504364,0.07513428,4.941025,-0.046101354,0.06161298,-0.99675274,0.02371572,0.2617994
1550915311495,242.0,0.42391723,-2.696113,-0.2214489,0.8651123,0.010314941,1.677002,-0.02323641,-0.0104794,-0.9818926,0.18771565,0.2617994
1550915311595,230.0,0.42391723,-2.696113,-0.2214489,0.8651123,0.010314941,1.677002,-0.02323641,-0.0104794,-0.9818926,0.18771565,0.2617994
1550915311695,222.0,-2.0737207,0.52537805,1.1927776,-0.22741699,-0.9668579,1.8209839,-0.119793326,-0.005731893,-0.9213635,0.36973774,0.2617994
1550915311795,210.0,-2.0737207,0.52537805,1.1927776,-0.22741699,-0.9668579,1.8209839,-0.119793326,-0.005731893,-0.9213635,0.36973774,0.2617994
1550915311895,181.0,1.416024,-0.8738595,0.96801853,0.5900574,0.47860718,2.8292542,-0.054849785,-0.0011879475,-0.7933108,0.6063399,0.2617994
1550915311995,147.0,1.416024,-0.8738595,0.96801853,0.5900574,0.47860718,2.8292542,-0.054849785,-0.0011879475,-0.7933108,0.6063399,0.2617994
