Time,Heading,A_X,A_Y,A_Z,G_X,G_Y,G_Z,RV_X,RV_Y,RV_Z,RV_W,RV_C
1550906037006,118.0,-0.01869154,-0.0072022676,0.0048446655,0.004348755,-0.015457153,-0.002822876,0.042215724,0.020027881,-0.23811263,0.9701129,0.2617994
1550906037106,117.0,-1.6969442E-4,0.0048065186,-0.0073518753,-4.4250488E-4,-1.6784668E-4,-1.5258789E-4,0.042139478,0.020961598,-0.2303781,0.97196233,0.2617994
1550906037207,117.0,-1.6969442E-4,0.0048065186,-0.0073518753,-4.4250488E-4,-1.6784668E-4,-1.5258789E-4,0.042139478,0.020961598,-0.2303781,0.97196233,0.2617994
1550906037307,117.0,0.0012277961,-0.0011952519,-0.006222725,5.187988E-4,1.0681152E-4,2.746582E-4,0.042270508,0.020839743,-0.23262268,0.9714245,0.2617994
1550906037407,117.0,0.0012277961,-0.0011952519,-0.006222725,5.187988E-4,1.0681152E-4,2.746582E-4,0.042270508,0.020839743,-0.23262268,0.9714245,0.2617994
1550906037507,116.0,4.4292212E-4,8.4638596E-5,-0.006453514,4.119873E-4,5.79834E-4,1.6784668E-4,0.042325996,0.02090604,-0.23204033,0.97155994,0.2617994
1550906037608,116.0,4.4292212E-4,8.4638596E-5,-0.006453514,4.119873E-4,5.79834E-4,1.6784668E-4,0.042325996,0.02090604,-0.23204033,0.97155994,0.2617994
1550906037709,116.0,-0.007426381,0.010040283,0.0041418076,-0.004638672,-0.0047454834,-9.460449E-4,0.041966163,0.020827757,-0.22857903,0.9723974,0.2617994
1550906037808,116.0,-0.007426381,0.010040283,0.0041418076,-0.004638672,-0.0047454834,-9.460449E-4,0.041966163,0.020827757,-0.22857903,0.9723974,0.2617994
1550906037908,116.0,-0.0022431016,0.0016704202,-0.0015239716,-0.0046539307,-0.004211426,-7.9345703E-4,0.041386217,0.020740585,-0.22473782,0.973319,0.2617994
1550906038009,116.0,-0.0022431016,0.0016704202,-0.0015239716,-0.0046539307,-0.004211426,-7.9345703E-4,0.041386217,0.020740585,-0.22473782,0.973319,0.2617994
1550906038109,115.0,0.0018655062,-0.0019155145,-5.455017E-4,-1.5258789E-5,-2.1362305E-4,2.2888184E-4,0.04124836,0.020833889,-0.22119135,0.974135,0.2617994
1550906038209,115.0,0.0018655062,-0.0019155145,-5.455017E-4,-1.5258789E-5,-2.1362305E-4,2.2888184E-4,0.04124836,0.020833889,-0.22119135,0.974135,0.2617994
1550906038310,115.0,9.824038E-4,-3.7807226E-4,0.0023202896,-6.1035156E-5,-2.1362305E-4,-1.9836426E-4,0.04117927,0.020866014,-0.21942373,0.97453684,0.2617994
1550906038410,115.0,9.824038E-4,-3.7807226E-4,0.0023202896,-6.1035156E-5,-2.1362305E-4,-1.9836426E-4,0.04117927,0.020866014,-0.21942373,0.97453684,0.2617994
1550906038510,115.0,-0.0040049553,-1.180768E-4,2.641678E-4,-1.2207031E-4,0.0,3.3569336E-4,0.041096117,0.021144092,-0.21519981,0.97547585,0.2617994
1550906038610,114.0,-0.0040049553,-1.180768E-4,2.641678E-4,-1.2207031E-4,0.0,3.3569336E-4,0.041096117,0.021144092,-0.21519981,0.97547585,0.2617994
1550906038711,114.0,0.0013818741,-3.7920475E-4,-1.9073486E-5,-3.8146973E-4,4.5776367E-5,-4.5776367E-5,0.040977288,0.021251403,-0.21219052,0.9761375,0.2617994
1550906038811,114.0,0.0013818741,-3.7920475E-4,-1.9073486E-5,-3.8146973E-4,4.5776367E-5,-4.5776367E-5,0.040977288,0.021251403,-0.21219052,0.9761375,0.2617994
1550906038912,114.0,-0.002623856,0.0020926595,-0.002272606,-2.2888184E-4,0.0,3.8146973E-4,0.04094712,0.021462854,-0.20853508,0.9769216,0.2617994
1550906039011,114.0,-0.002623856,0.0020926595,-0.002272606,-2.2888184E-4,0.0,3.8146973E-4,0.04094712,0.021462854,-0.20853508,0.9769216,0.2617994
1550906039111,114.0,-0.0010681748,0.0010235906,8.2969666E-5,-3.3569336E-4,4.119873E-4,2.2888184E-4,0.0409714,0.021497605,-0.20929423,0.97675747,0.2617994
1550906039212,114.0,-0.0010681748,0.0010235906,8.2969666E-5,-3.3569336E-4,4.119873E-4,2.2888184E-4,0.0409714,0.021497605,-0.20929423,0.97675747,0.2617994
1550906039312,114.0,0.00107342,0.0015160441,0.0026359558,-1.5258789E-5,3.6621094E-4,-2.593994E-4,0.040985093,0.021532405,-0.20847818,0.9769306,0.2617994
1550906039412,114.0,0.00107342,0.0015160441,0.0026359558,-1.5258789E-5,3.6621094E-4,-2.593994E-4,0.040985093,0.021532405,-0.20847818,0.9769306,0.2617994
1550906039512,114.0,-0.0033507347,0.0010085702,-1.8024445E-4,-1.2207031E-4,-1.6784668E-4,1.2207031E-4,0.040968493,0.021680184,-0.20646453,0.9773556,0.2617994
1550906039612,114.0,-0.0033507347,0.0010085702,-1.8024445E-4,-1.2207031E-4,-1.6784668E-4,1.2207031E-4,0.040968493,0.021680184,-0.20646453,0.9773556,0.2617994
1550906039713,114.0,0.002946794,0.0016323924,-0.0047979355,-3.8146973E-4,-1.6784668E-4,2.2888184E-4,0.0409623,0.02159562,-0.20639709,0.977372,0.2617994
1550906039813,114.0,0.002946794,0.0016323924,-0.0047979355,-3.8146973E-4,-1.6784668E-4,2.2888184E-4,0.0409623,0.02159562,-0.20639709,0.977372,0.2617994
1550906039913,114.0,0.0010069013,-9.160042E-4,0.0012044907,-6.5612793E-4,-1.5258789E-5,-1.9836426E-4,0.040866625,0.021586772,-0.20642158,0.977371,0.2617994
1550906040013,114.0,0.0010069013,-9.160042E-4,0.0012044907,-6.5612793E-4,-1.5258789E-5,-1.9836426E-4,0.040866625,0.021586772,-0.20642158,0.977371,0.2617994
1550906040114,114.0,0.0013822317,-0.0027171373,8.0394745E-4,-3.3569336E-4,4.119873E-4,-9.1552734E-5,0.04076736,0.021610362,-0.20651159,0.9773556,0.2617994
1550906040215,114.0,0.0013822317,-0.0027171373,8.0394745E-4,-3.3569336E-4,4.119873E-4,-9.1552734E-5,0.04076736,0.021610362,-0.20651159,0.9773556,0.2617994
1550906040314,114.0,-0.001106441,-7.8207254E-4,-0.0037679672,4.5776367E-5,-6.1035156E-5,3.8146973E-4,0.04076739,0.021634232,-0.20655861,0.9773451,0.2617994
1550906040414,114.0,-0.001106441,-7.8207254E-4,-0.0037679672,4.5776367E-5,-6.1035156E-5,3.8146973E-4,0.04076739,0.021634232,-0.20655861,0.9773451,0.2617994
1550906040514,114.0,4.3094158E-5,0.0015022159,-0.003030777,-3.3569336E-4,-1.2207031E-4,1.6784668E-4,0.04077545,0.021623101,-0.20653315,0.9773504,0.2617994
1550906040615,114.0,4.3094158E-5,0.0015022159,-0.003030777,-3.3569336E-4,-1.2207031E-4,1.6784668E-4,0.04077545,0.021623101,-0.20653315,0.9773504,0.2617994
